identifier,path,gcp_file_id,folder_name,author_subject,type,Years,gcp_folder_id,file_name,ocr_writen_on,ocr_writen_by,ocr_main_content,ocr_additional_content,ocr_writen_on_coords,ocr_writen_by_coords,ocr_main_content_coords,ocr_additional_content_coords,paragraphs_detection_successes,ocr_all_text_preprocess,ocr_all_text_no_preprocess,ocr_main_content_all_text_preprocess,ocr_main_content_all_text_no_preprocess,years,gcp_image_link,gcp_folder_link,is_handwritten
IDGNAZIM00024,"\CD00085 גורי, חיים - גורי, חיים\2261.tif",1p7yQJ1Xp3xjPRS9BEuml_uT6HMZ2LmHE,"\CD00085 גורי, חיים - גורי, חיים"," גורי, חיים",,,1c6Bz4okJqtRXoTqvR4BXBxN3h1o71KDT,2261.tif,י,"רי,","ירי,,ירך5יב|","לנ 1
רחב,9707[.:
41 ה
","842,35 1083,35 842,107 1083,107","842,35 1083,35 842,107 1083,107","842,35 1083,35 842,107 1083,107","678,564 1168,564 678,634 1168,634",TRUE,"לכרחב, 3.1977 . 0 ","גורר, חרי הפילת-הוזירות [מה אוסרים, חת ום:חגי] לטרחב, 8.4.1957,עמ. 8 ",,"ה אוסרים, חת ום:חגי] לטרחב, 8.4.1957,עמ. 8 ",,https://drive.google.com/file/d/1p7yQJ1Xp3xjPRS9BEuml_uT6HMZ2LmHE,https://drive.google.com/drive/folders/1c6Bz4okJqtRXoTqvR4BXBxN3h1o71KDT,1
IDGNAZIM00025,"\CD00085 גורי, חיים - גורי, חיים\2254.tif",1tJLlX7_CZsez0sqepwRSs3y2RC8PFI4n,"\CD00085 גורי, חיים - גורי, חיים"," גורי, חיים",,,1c6Bz4okJqtRXoTqvR4BXBxN3h1o71KDT,2254.tif,"גורי, חייס",----1- ₪,"משפר לילדים, סנה 4, תוב 42, 21.7.1949, עמ"" 2","גורי, חייס
----1- ₪
","906,95 1187,95 906,161 1187,161","906,95 1187,95 906,161 1187,161","260,593 1180,593 260,664 1180,664","906,95 1187,95 906,161 1187,161",TRUE,"תפלה ‏ (עי ₪7 משפר לילדים, סנה 4, תוב 42, 21.7.1949, עמ"" 2 ","<> גורי, חיים חפלה 07 משמר לילדים, שנה 4, חוב 43, 21.7.1949, עמ"" 2 ","42, 21.7.1949, עמ"" 2 "," 4, חוב 43, 21.7.1949, עמ"" 2 ",,https://drive.google.com/file/d/1tJLlX7_CZsez0sqepwRSs3y2RC8PFI4n,https://drive.google.com/drive/folders/1c6Bz4okJqtRXoTqvR4BXBxN3h1o71KDT,0
IDGNAZIM00026,"\CD00085 גורי, חיים - גורי, חיים\2278.tif",1hWA5Vw7mX_bg14pmJei81QPy7gU_pAGg,"\CD00085 גורי, חיים - גורי, חיים"," גורי, חיים",,,1c6Bz4okJqtRXoTqvR4BXBxN3h1o71KDT,2278.tif,4,66-ד,466-ד..-.0 %0*0%,,"90,522 1037,522 90,746 1037,746","90,522 1037,522 90,746 1037,746","90,522 1037,522 90,746 1037,746",,TRUE,,"גורי חיים.שמיר משה.שהם נתן שיח חתנים (טיחה בין השלוטה\ על המשמר,טהותם,בד שבט תשמם, 12.2.1988 21.0 ",,"חיים.שמיר משה.שהם נתן שיח חתנים (טיחה בין השלוטה\ על המשמר,טהותם,בד שבט תשמם, 12.2.1988 21.0 ",,https://drive.google.com/file/d/1hWA5Vw7mX_bg14pmJei81QPy7gU_pAGg,https://drive.google.com/drive/folders/1c6Bz4okJqtRXoTqvR4BXBxN3h1o71KDT,0
IDGNAZIM00027,"\CD00085 גורי, חיים - גורי, חיים\2256.tif",1ToB3bN5igIF8-ZpzkaiMzqx_FNn7OySj,"\CD00085 גורי, חיים - גורי, חיים"," גורי, חיים",,,1c6Bz4okJqtRXoTqvR4BXBxN3h1o71KDT,2256.tif,"גורד, חים",,תפלהשיםרמע 0,"גורד, חים
","877,87 1217,87 877,191 1217,191",,"526,206 714,206 526,489 714,489","877,87 1217,87 877,191 1217,191",TRUE,"גורזד, חיש ","גורד ל ""חאם "" תפלה [שיר] הק טע ] במעלח, כרך כט, גל' 8, ג באדר א תשז""א (9.8.52), פמ' 57 ",,"[שיר] הק טע ] במעלח, כרך כט, גל' 8, ג באדר א תשז""א (9.8.52), פמ' 57 ",,https://drive.google.com/file/d/1ToB3bN5igIF8-ZpzkaiMzqx_FNn7OySj,https://drive.google.com/drive/folders/1c6Bz4okJqtRXoTqvR4BXBxN3h1o71KDT,0
IDGNAZIM00028,"\CD00085 גורי, חיים - גורי, חיים\2252.tif",10d9cvb-UIuSt--6dOuXXMqhHifpgum_q,"\CD00085 גורי, חיים - גורי, חיים"," גורי, חיים",,,1c6Bz4okJqtRXoTqvR4BXBxN3h1o71KDT,2252.tif,55,,אפ ₪087 |ושי פי 0 כ|תושפ ! יכ,"+[ | ככ
","799,680 1198,680 799,851 1198,851",,"81,205 967,205 81,641 967,641","364,0 1220,0 364,158 1220,158",TRUE,"ככ %(, 5 5% | ,ּ כ:ס 2 -- ן יא 3 ₪9 ) 0 . ","לו 0 \(כי כ | שו כ תת[ 5 , עו ק, 00 עו / 4 ","% | ,ּ כ:ס 2 -- ן יא 3 ₪9 ) 0 . ","כ | שו כ תת[ 5 , עו ק, 00 עו / 4 ",,https://drive.google.com/file/d/10d9cvb-UIuSt--6dOuXXMqhHifpgum_q,https://drive.google.com/drive/folders/1c6Bz4okJqtRXoTqvR4BXBxN3h1o71KDT,1
IDGNAZIM00029,"\CD00085 גורי, חיים - גורי, חיים\2241.tif",1sIQwzvGcKay0LQZGBMBq0PWlWrY-dLSy,"\CD00085 גורי, חיים - גורי, חיים"," גורי, חיים",,,1c6Bz4okJqtRXoTqvR4BXBxN3h1o71KDT,2241.tif,גורי חיים,==,"רבר, סיון השל""ה, (70.0,78), עפ"" 21"" 6% 2% - -1.39/./ג ,""3 96 אא -[8 4.6 2כג איוך / (י+ שו ו -ש/","גורי חיים
==
","980,131 1212,131 980,194 1212,194","980,131 1212,131 980,194 1212,194","365,536 1103,536 365,827 1103,827","980,131 1212,131 980,194 1212,194",TRUE,"גורי חיים | חתום תגור | רבר, שא סיון תעל""ה,(70.0.78), עפ"" 2 א 216 ג1.30-20%/ /ג / 3 96 אא -[8 4.6 2 (שיי) 5 אייכר . (י+ 7 -ש/ ","גורי, חיים המונת מצב | התום הגור | דבר, כל סיון תשל' 'ה, (30.6,78), 4 420 = 9 6 ת)0 4.8 כב אווף א (ץ ץצ 7 ","רבר, שא סיון תעל""ה,(70.0.78), עפ"" 2 א 216 ג1.30-20%/ /ג / 3 96 אא -[8 4.6 2 (שיי) 5 אייכר . (י+ 7 -ש/ ","תום הגור | דבר, כל סיון תשל' 'ה, (30.6,78), 4 420 = 9 6 ת)0 4.8 כב אווף א (ץ ץצ 7 ",,https://drive.google.com/file/d/1sIQwzvGcKay0LQZGBMBq0PWlWrY-dLSy,https://drive.google.com/drive/folders/1c6Bz4okJqtRXoTqvR4BXBxN3h1o71KDT,1
IDGNAZIM00030,"\CD00085 גורי, חיים - גורי, חיים\2234.tif",1UIGmefx4V5y1KJMFW-5_3OGZHXi_UF2e,"\CD00085 גורי, חיים - גורי, חיים"," גורי, חיים",,,1c6Bz4okJqtRXoTqvR4BXBxN3h1o71KDT,2234.tif,+|כ; | 10( 2,וץ. ת:,+|כ; | 10( 2וץ. ת:[תת3: וא ]|ארת= [5 3 פּ 2,,"84,0 1275,0 84,869 1275,869","84,0 1275,0 84,869 1275,869","84,0 1275,0 84,869 1275,869",,TRUE,+|כ; | 10( 2 וץ. ת: [תת3: וא ] |ארת= [5 3 פּ 2 ,"ה +[ / 2 אס 6( 5 תן- ת, כיות 2 | אל 5-51 ",: [תת3: וא ] |ארת= [5 3 פּ 2 ,"ן- ת, כיות 2 | אל 5-51 ",,https://drive.google.com/file/d/1UIGmefx4V5y1KJMFW-5_3OGZHXi_UF2e,https://drive.google.com/drive/folders/1c6Bz4okJqtRXoTqvR4BXBxN3h1o71KDT,1
IDGNAZIM00031,"\CD00085 גורי, חיים - גורי, חיים\2226.tif",17h914Ytwf-u5wq20ntRkBkg9UnH397i2,"\CD00085 גורי, חיים - גורי, חיים"," גורי, חיים",,,1c6Bz4okJqtRXoTqvR4BXBxN3h1o71KDT,2226.tif,גורי חיים,2-ה,"ידילוה אהרונות, 17.1.1969, עמ' 16-15","התחרות הנוראית
המסוגע""]
","939,90 1239,90 939,174 1239,174","939,90 1239,90 939,174 1239,174","281,584 1231,584 281,673 1231,673","685,286 1084,286 685,435 1084,435",TRUE,"גורי, חיים התחרות הנוראית [קסע מהוך: ""הספו המסשוגע""] ידילוה אהרונות, 17.1.1969, עמ' 16-15 ","גורי, חיים התחרות הנוראית [קטע מתוך: ""הספר המשוגע""] ידיעות אחרונות, 17.1.1969, עמ' 16-15 "," ""הספו המסשוגע""] ידילוה אהרונות, 17.1.1969, עמ' 16-15 "," ""הספר המשוגע""] ידיעות אחרונות, 17.1.1969, עמ' 16-15 ",,https://drive.google.com/file/d/17h914Ytwf-u5wq20ntRkBkg9UnH397i2,https://drive.google.com/drive/folders/1c6Bz4okJqtRXoTqvR4BXBxN3h1o71KDT,0
IDGNAZIM00032,"\CD00085 גורי, חיים - גורי, חיים\2248.tif",143W6tvZuANZaRnkJIQ9OUbFmlce_JQJg,"\CD00085 גורי, חיים - גורי, חיים"," גורי, חיים",,,1c6Bz4okJqtRXoTqvR4BXBxN3h1o71KDT,2248.tif,"גוררי,, חייס",=,התפרון והתזמורת הצבאית [חתום: הגור],"משא, גל' 13, השי""ב, 7.8.52, עם' 1
","785,59 1057,59 785,132 1057,132","785,59 1057,59 785,132 1057,132","111,175 938,175 111,262 938,262","271,309 1051,309 271,392 1051,392",TRUE,"גורי, חיים התפרון והתזמורת הצבאית [חתום: הגור] משא, גל' 13, השי""ב, 7.8.52, עם' 1 ","' גורי, חיים התמרון והתזמורת הצבאית [חתום: חגור] משא, גל' 13, תשי""ב, 1.8.52, עמ' 1 ","משא, גל' 13, השי""ב, 7.8.52, עם' 1 ","] משא, גל' 13, תשי""ב, 1.8.52, עמ' 1 ",,https://drive.google.com/file/d/143W6tvZuANZaRnkJIQ9OUbFmlce_JQJg,https://drive.google.com/drive/folders/1c6Bz4okJqtRXoTqvR4BXBxN3h1o71KDT,0
IDGNAZIM00033,"\CD00085 גורי, חיים - גורי, חיים\2246.tif",1shG4rKbekXkaXspRyep4gc967Ifqn7jL,"\CD00085 גורי, חיים - גורי, חיים"," גורי, חיים",,,1c6Bz4okJqtRXoTqvR4BXBxN3h1o71KDT,2246.tif,"לפרחב,",,"""התפורה ת.חתום-","מהירה""
","669,500 846,500 669,570 846,570",,"583,202 843,202 583,349 843,349","243,200 423,200 243,258 423,258",TRUE,"""התפורה תבעה את מהירה"" חתום חגור = לפרחב, 10.10.1958, עם. 6 ","גורי, חיים ""התמורה תבעה את מחירה"" ְחתום חגור , 9 למרחב, 10.10.1958, עמ. 5 ","את מהירה"" חתום חגור = לפרחב, 10.10.1958, עם. 6 ","תמורה תבעה את מחירה"" ְחתום חגור , 9 למרחב, 10.10.1958, עמ. 5 ",,https://drive.google.com/file/d/1shG4rKbekXkaXspRyep4gc967Ifqn7jL,https://drive.google.com/drive/folders/1c6Bz4okJqtRXoTqvR4BXBxN3h1o71KDT,0
IDGNAZIM00034,"\CD00085 גורי, חיים - גורי, חיים\2244.tif",13uJ20NdYS3VzkLN_V8oY3bXS3PjrHgUl,"\CD00085 גורי, חיים - גורי, חיים"," גורי, חיים",,,1c6Bz4okJqtRXoTqvR4BXBxN3h1o71KDT,2244.tif,"גורי, חיים",,תמונת מצבן גנזי צרות.- גנזי ישועות,"דבר,יב אב תס""ם,(25.7.80), ץם""2
","839,45 1098,45 839,110 1098,110",,"226,182 950,182 226,240 950,240","508,473 1147,473 508,542 1147,542",TRUE,"גורי, חיים תמונת מצבן גנזי צרות.- גנזי ישועות חתום תח-גי דבר,יב אב תס""ם,(25.7.80), ץם""2 ","- = גורי, חיים המונת מצב; גנזי צרות:- גנזי ישועות מתום ת-גי דבר,יב אב תס""מ.(25.7.80), עמ""2 ","ועות חתום תח-גי דבר,יב אב תס""ם,(25.7.80), ץם""2 ","י ישועות מתום ת-גי דבר,יב אב תס""מ.(25.7.80), עמ""2 ",,https://drive.google.com/file/d/13uJ20NdYS3VzkLN_V8oY3bXS3PjrHgUl,https://drive.google.com/drive/folders/1c6Bz4okJqtRXoTqvR4BXBxN3h1o71KDT,0
IDGNAZIM00035,"\CD00085 גורי, חיים - גורי, חיים\2239.tif",1jxiMQZr8dqlXfpkQAjzMTW62OyrCHmn-,"\CD00085 גורי, חיים - גורי, חיים"," גורי, חיים",,,1c6Bz4okJqtRXoTqvR4BXBxN3h1o71KDT,2239.tif,י,"גורי, חיים","לפרחב, 9.8.1961, עס' 2","(מול תא הזכוכית)
","838,22 1133,22 838,101 1133,101","838,22 1133,22 838,101 1133,101","177,529 792,529 177,609 792,609","22,262 467,262 22,342 467,342",TRUE,"י גורי, חיים התפונה הנכונה (מול תא הזכוכית) לפרחב, 9.8.1961, עס' 2 ","גורי, חיים התמונה הנכונה | (מול תא הזכוכית) למרחב, 9.8.1961, עמ'* 8 ","מול תא הזכוכית) לפרחב, 9.8.1961, עס' 2 ","מול תא הזכוכית) למרחב, 9.8.1961, עמ'* 8 ",,https://drive.google.com/file/d/1jxiMQZr8dqlXfpkQAjzMTW62OyrCHmn-,https://drive.google.com/drive/folders/1c6Bz4okJqtRXoTqvR4BXBxN3h1o71KDT,0
IDGNAZIM00036,"\CD00085 גורי, חיים - גורי, חיים\2228.tif",1VnoWi8jIculyx2EX370DlBwt6Bwp7fDL,"\CD00085 גורי, חיים - גורי, חיים"," גורי, חיים",,,1c6Bz4okJqtRXoTqvR4BXBxN3h1o71KDT,2228.tif,"י, היים","גורי,","בירוסליסחתום ""גי- --","ם?)
י.
ר
אום
ה
(מה
","947,100 1169,100 947,156 1169,156","947,100 1169,100 947,156 1169,156","631,348 842,348 631,501 842,501","361,343 616,343 361,400 616,400",TRUE,"גורי, חיים תיאטסרון בירושליםס (מה אומרים?) | חתום ""גי למרחב, 17.9.1957, םס"" 2 ","גורי, חיים תיאטרון בירושלים | (מה אומרים?) \ חתום ₪ למרחב, 17.9.1957, עמ"" 2 ","מה אומרים?) | חתום ""גי למרחב, 17.9.1957, םס"" 2 ","מה אומרים?) \ חתום ₪ למרחב, 17.9.1957, עמ"" 2 ",,https://drive.google.com/file/d/1VnoWi8jIculyx2EX370DlBwt6Bwp7fDL,https://drive.google.com/drive/folders/1c6Bz4okJqtRXoTqvR4BXBxN3h1o71KDT,0
IDGNAZIM00037,"\CD00085 גורי, חיים - גורי, חיים\2219.tif",1Dty49siwTt8pSMoF9Nz1JxLqBK2igLJp,"\CD00085 גורי, חיים - גורי, חיים"," גורי, חיים",,,1c6Bz4okJqtRXoTqvR4BXBxN3h1o71KDT,2219.tif,"גורי, חיי","גורי,. חיר","דבר,פסא, ח כסלו תסמ ב,/4.12.81),עמ' 17","גורי, חיי
גורי,. חיר
","859,93 1089,93 859,156 1089,156","859,93 1089,93 859,156 1089,156","353,537 1148,537 353,610 1148,610","859,93 1089,93 859,156 1089,156",TRUE,"גורי, חייס תוספות לתפלה 2 / "" 2002 9גונר. דבר,פסא, ח כסלו תסמ ב,/4.12.81),עמ' 17 ","-גורי, חייס תוספות לתפלה שיר ""286 בכ דבר,משא, ח כסלו תשמ""ב,/4.12.81),עמ"" 17 ",". דבר,פסא, ח כסלו תסמ ב,/4.12.81),עמ' 17 ",",משא, ח כסלו תשמ""ב,/4.12.81),עמ"" 17 ",,https://drive.google.com/file/d/1Dty49siwTt8pSMoF9Nz1JxLqBK2igLJp,https://drive.google.com/drive/folders/1c6Bz4okJqtRXoTqvR4BXBxN3h1o71KDT,0
IDGNAZIM00038,"\CD00085 גורי, חיים - גורי, חיים\2237.tif",19WkTwFklP8mAXx4ygYsMzJeFDR6NglGH,"\CD00085 גורי, חיים - גורי, חיים"," גורי, חיים",,,1c6Bz4okJqtRXoTqvR4BXBxN3h1o71KDT,2237.tif,. היים,"ג ור ,הייו","[כד אוקטרים,דה ום:הגי]",". היים
ג ור ,הייו
","841,40 1078,40 841,112 1078,112","841,40 1078,40 841,112 1078,112","313,349 799,349 313,417 799,417","841,40 1078,40 841,112 1078,112",TRUE,"גורי, היוס יב הנול-טלקו5"" [כד אול ופרים,דה ום:חגי | : \ לכרחב,1.19%97.ה 4 7.5 ","בורי, חיים ""תמרל-שלש רם"" [ מה אומרים,חת ום:הגרי] (א)] למרחב,12.4.1957,עמ. ","ופרים,דה ום:חגי | : \ לכרחב,1.19%97.ה 4 7.5 ","ים,חת ום:הגרי] (א)] למרחב,12.4.1957,עמ. ",,https://drive.google.com/file/d/19WkTwFklP8mAXx4ygYsMzJeFDR6NglGH,https://drive.google.com/drive/folders/1c6Bz4okJqtRXoTqvR4BXBxN3h1o71KDT,0
IDGNAZIM00039,"\CD00085 גורי, חיים - גורי, חיים\2249.tif",10JVZjipvscPI7DDlvIxXeYG9qo73wuuJ,"\CD00085 גורי, חיים - גורי, חיים"," גורי, חיים",,,1c6Bz4okJqtRXoTqvR4BXBxN3h1o71KDT,2249.tif,גורי חיים,,"תקשל""ו,(2""59,)20.4.77","גורי חיים
","869,85 1093,85 869,141 1093,141",,"382,533 808,533 382,597 808,597","869,85 1093,85 869,141 1093,141",TRUE,"ם י י ו י ר ו ג ם י ר כרו ת הת הגור ד ( קור ית מ'2 ע 20)', 4. דד. (7 ""ו ל חש . ₪ - א . דבר, ","- גורי, חלים תמרורים דבר, ב"" אייר תשל""ז, (20,4,77),עמ""2 , "," ר כרו ת הת הגור ד ( קור ית מ'2 ע 20)', 4. דד. (7 ""ו ל חש . ₪ - א . דבר, ","ם דבר, ב"" אייר תשל""ז, (20,4,77),עמ""2 , ",,https://drive.google.com/file/d/10JVZjipvscPI7DDlvIxXeYG9qo73wuuJ,https://drive.google.com/drive/folders/1c6Bz4okJqtRXoTqvR4BXBxN3h1o71KDT,0
IDGNAZIM00040,"\CD00085 גורי, חיים - גורי, חיים\2235.tif",1moT8--GGhu1xU2MNJw9URQoNgJQH13Vd,"\CD00085 גורי, חיים - גורי, חיים"," גורי, חיים",,,1c6Bz4okJqtRXoTqvR4BXBxN3h1o71KDT,2235.tif,,,"גורי, תייםהתל-עפל (פה אומרים?) חתום -₪ה ה","לפרחב, 7.12.1961, עס' 2
",,,"0,0 1184,0 0,474 1184,474","183,500 973,500 183,858 973,858",FALSE,"גורי, חיים ה תל-עפל (פה אומרים?) חתום -₪ הז ד לפרחב, 7.12.1961, עס' 2 ","גורי, תיים 0 תל-עמל ‏ (מה אומר*םל) ( חתום חגי) 4 למרחב, 7.18.1961, עמ* 8 ",,,,https://drive.google.com/file/d/1moT8--GGhu1xU2MNJw9URQoNgJQH13Vd,https://drive.google.com/drive/folders/1c6Bz4okJqtRXoTqvR4BXBxN3h1o71KDT,0
IDGNAZIM00041,"\CD00085 גורי, חיים - גורי, חיים\2240.tif",1i6roTCrh81z42wRT6Eg-c8LYHxyqm5Hw,"\CD00085 גורי, חיים - גורי, חיים"," גורי, חיים",,,1c6Bz4okJqtRXoTqvR4BXBxN3h1o71KDT,2240.tif,תמונות,,"וכיורת:א', 2/3/64","לספרותח, אמגנות
","971,252 1145,252 971,306 1145,306",,"44,316 481,316 44,376 481,376","497,322 827,322 497,377 827,377",TRUE,"תמונות היתורים גשיר כאת חיים גורי למרחכ, משא לספרות, אמנות וכלורת:א',מ2/3/60 ","וו תמונות היהורים ;שיר מאת חיים גורי למרחב, משא לספרות, אמנות ובקורת:א*, 2/0/62 ","ת חיים גורי למרחכ, משא לספרות, אמנות וכלורת:א',מ2/3/60 "," מאת חיים גורי למרחב, משא לספרות, אמנות ובקורת:א*, 2/0/62 ",,https://drive.google.com/file/d/1i6roTCrh81z42wRT6Eg-c8LYHxyqm5Hw,https://drive.google.com/drive/folders/1c6Bz4okJqtRXoTqvR4BXBxN3h1o71KDT,0
IDGNAZIM00042,"\CD00085 גורי, חיים - גורי, חיים\2218.tif",12lxQXksMw5Aca7T_yIPj3-ymx377adCK,"\CD00085 גורי, חיים - גורי, חיים"," גורי, חיים",,,1c6Bz4okJqtRXoTqvR4BXBxN3h1o71KDT,2218.tif,1,,"בא /25< | 9.0959ךג] - > ,9% סד","4
777777 עב

2-0 2
","937,414 1079,414 937,512 1079,512",,"362,299 1087,299 362,500 1087,500","525,56 984,56 525,305 984,305",TRUE,"?י.מ 777777 עב גת 26 26 ראת /5 2 >  ][ 985 9.0 , 29%ו. .סד 2 ₪ ","4 77777ה .בב תת 26-09 ₪ בא 2027 , 999 8.6 4/2 1 א , 299 30 , א 4. ",,,,https://drive.google.com/file/d/12lxQXksMw5Aca7T_yIPj3-ymx377adCK,https://drive.google.com/drive/folders/1c6Bz4okJqtRXoTqvR4BXBxN3h1o71KDT,1
IDGNAZIM00043,"\CD00085 גורי, חיים - גורי, חיים\2236.tif",1g9dg8-ADIRmiu-0sVcup4p_ftRX2jc26,"\CD00085 גורי, חיים - גורי, חיים"," גורי, חיים",,,1c6Bz4okJqtRXoTqvR4BXBxN3h1o71KDT,2236.tif,"גורי, חהיים",=--2--- =,"גורי, חהיים=--2--- =","סלאך המות

אייכסן /
","877,90 1156,90 877,152 1156,152","877,90 1156,90 877,152 1156,152","877,90 1156,90 877,152 1156,152","374,300 652,300 374,443 652,443",TRUE,"י גורי, חיים תלמידיו סל מלאך המות ( מספס אייכסן / למרחב, 2+5.1961, עצס' 2 ","גורי, חיים תלסידיו טל מלאך המות ( משפט אייכמן / למרחב, 5.1961ץ9, עמ' 8 "," אייכסן / למרחב, 2+5.1961, עצס' 2 ","ייכמן / למרחב, 5.1961ץ9, עמ' 8 ",,https://drive.google.com/file/d/1g9dg8-ADIRmiu-0sVcup4p_ftRX2jc26,https://drive.google.com/drive/folders/1c6Bz4okJqtRXoTqvR4BXBxN3h1o71KDT,0
IDGNAZIM00044,"\CD00085 גורי, חיים - גורי, חיים\2247.tif",1wkhMsucoYgfvOXfSBABzog1qCGcSFJZh,"\CD00085 גורי, חיים - גורי, חיים"," גורי, חיים",,,1c6Bz4okJqtRXoTqvR4BXBxN3h1o71KDT,2247.tif,"גורי,",ירודי,"גורי,ירודיידילותאהוייסי בזמןארהרונוה.ו""המיד נרגנוס צכ פיט""הכואר",,"15,0 1143,0 15,728 1143,728","15,0 1143,0 15,728 1143,728","15,0 1143,0 15,728 1143,728",,TRUE,"גורי, ירודי ידילות א הוייס י בזמן ארהרונוה. 2 ""המיד נרגנוס צכ פיט "" הכואר ","גורי,חיים ""תמיד נרגיט את טדמנו אטמים"" יהודי א""י בזמן השואח אלול תשמ1.9.19890 עמ 61 ידיעות אחרונות.לימים.) ","י ידילות א הוייס י בזמן ארהרונוה. 2 ""המיד נרגנוס צכ פיט "" הכואר ","""תמיד נרגיט את טדמנו אטמים"" יהודי א""י בזמן השואח אלול תשמ1.9.19890 עמ 61 ידיעות אחרונות.לימים.) ",,https://drive.google.com/file/d/1wkhMsucoYgfvOXfSBABzog1qCGcSFJZh,https://drive.google.com/drive/folders/1c6Bz4okJqtRXoTqvR4BXBxN3h1o71KDT,0
IDGNAZIM00045,"\CD00085 גורי, חיים - גורי, חיים\2225.tif",1Php8ADuSnRj9tlcRGCaAmBSUkaQCPE7k,"\CD00085 גורי, חיים - גורי, חיים"," גורי, חיים",,,1c6Bz4okJqtRXoTqvR4BXBxN3h1o71KDT,2225.tif,גורי.חיים,התחנה האתרונה (נוסח אתר),"גורי.חייםהתחנה האתרונה (נוסח אתר)חרבשירים7%דבר.משא,ה כסלו חלמר,1!1,1!985.!! עם 19",,"135,0 1165,0 135,769 1165,769","135,0 1165,0 135,769 1165,769","135,0 1165,0 135,769 1165,769",,TRUE,"גורי.חיים התחנה האתרונה (נוסח אתר) חרב שירים 7% דבר.משא,ה כסלו חלמר,1!1,1!985.!! עם 19 ","גורי.חיים התחנה האחרונה (נוסח אחר) חרב שירים דבר,משא.ה כסלו השמד,11,11,1985 עמ 19 ",") חרב שירים 7% דבר.משא,ה כסלו חלמר,1!1,1!985.!! עם 19 ",") חרב שירים דבר,משא.ה כסלו השמד,11,11,1985 עמ 19 ",,https://drive.google.com/file/d/1Php8ADuSnRj9tlcRGCaAmBSUkaQCPE7k,https://drive.google.com/drive/folders/1c6Bz4okJqtRXoTqvR4BXBxN3h1o71KDT,0
IDGNAZIM00046,"\CD00085 גורי, חיים - גורי, חיים\2227.tif",1XLiGuPKTiFRsVnYxALKGdzObjh_1bFRo,"\CD00085 גורי, חיים - גורי, חיים"," גורי, חיים",,,1c6Bz4okJqtRXoTqvR4BXBxN3h1o71KDT,2227.tif,0 016,,| 18 הא|כ ],"5 את
ונוע 1
","737,24 1236,24 737,157 1236,157",,"256,418 648,418 256,569 648,569","451,690 1269,690 451,856 1269,856",TRUE,0 016 ₪ תחת / פףת|י | 18 הא|כ ] אצות 1 ,תחת 4 | !5 גר אוכ] / 1 4 6 /< | ,|י | 18 הא|כ ] אצות 1 ,] / 1 4 6 /< | ,,https://drive.google.com/file/d/1XLiGuPKTiFRsVnYxALKGdzObjh_1bFRo,https://drive.google.com/drive/folders/1c6Bz4okJqtRXoTqvR4BXBxN3h1o71KDT,1
